headline,category,date,source
"Your Life, Your Climate Agreement",WORLDPOST,2015-02-21 00:00:00,HuffPost
3 Reasons Why Americans Should Be Cautious of $2 Gas Prices,POLITICS,2015-02-20 00:00:00,HuffPost
"Women in Business Q&A: Michele Marano, Real Estate for the Energy Professional, Champions Real Estate Group",BUSINESS,2015-02-19 00:00:00,HuffPost
Enjoy the Cheap Gas... But Don't Expect it to Last,BUSINESS,2015-02-10 00:00:00,HuffPost
It's Time Canada Did Some Long-term Thinking About Oil,BUSINESS,2015-02-10 00:00:00,HuffPost
Tuscaloosa Marine Shale Fracking Slows as Operators Watch Oil Prices,BUSINESS,2015-02-08 00:00:00,HuffPost
NASA Launches Soil Moisture Mapping Satellite,SCIENCE,2015-02-02 00:00:00,HuffPost
Kurds Recapture Oil Facility In Northern Iraq From ISIS,WORLDPOST,2015-01-31 00:00:00,HuffPost
Bottom In Sight For U.S. Gas Prices: Survey,BUSINESS,2015-01-25 00:00:00,HuffPost
A Year of Opportunity to Combat Climate Change -- and Transform Economies,WORLDPOST,2015-01-21 00:00:00,HuffPost
Israel Claims It Cracked The First ISIS Cell On Its Soil,WORLDPOST,2015-01-18 00:00:00,HuffPost
France Recoils At Idea Of Patriot Act,WORLDPOST,2015-01-17 00:00:00,HuffPost
Top Ideas On Climate Change From 2014's Davos,BUSINESS,2015-01-17 00:00:00,HuffPost
The Little Question That Fueled Actor's Big Push For Plain-Spoken Science,SCIENCE,2015-01-09 00:00:00,HuffPost
at ces in las vegas local start ups try on the market for wearable technology,business,2015-01-04 20:12:00,Washington Post
obama continues to play state of the union spoiler,post politics,2015-01-08 16:20:24,Washington Post
epa chief on climate change the scary thing is doing nothing,capital weather gang,2015-01-09 18:29:05,Washington Post
for jeb bush and mitt romney a history of ambition fuels a possible 2016 collision,politics,2015-01-11 00:34:16,Washington Post
on kerrys india visit action on trade and climate change are priorities,world,2015-01-11 15:51:00,Washington Post
kerry tells bulgaria to eliminate corruption and break energy dependence on russia,world,2015-01-15 21:46:00,Washington Post
scientists react to warmest year 2014 underscores undeniable fact of human caused climate change,capital weather gang,2015-01-16 15:33:59,Washington Post
plunging oil prices force alaska look for ways to address budget woes,politics,2015-01-19 01:26:19,Washington Post
with sotu guest obama defies climate skeptics,post politics,2015-01-20 16:27:05,Washington Post
severe fuel shortage enrages pakistanis spurs criticism of sharifs government,world,2015-01-20 17:05:00,Washington Post
oil price drop hurting fight against islamic state iraqs prime minister says,world,2015-01-22 23:10:00,Washington Post
heres why obama wont get a climate deal with india this trip,world,2015-01-24 18:00:00,Washington Post
sunzia renewable resource project wins federal approval in southwest,politics,2015-01-25 02:09:00,Washington Post
as obama visits what delhis air pollution says about india and climate change,worldviews,2015-01-26 19:57:04,Washington Post
rules for benghazi panel fuel democrats suspicion of political motive,world,2015-02-05 22:30:00,Washington Post
rules for benghazi panel fuel democrats suspicion of political motive,world,2015-02-05 22:30:00,Washington Post
if you think gas is cheap these days look what it costs in saudi arabia,world,2015-02-08 08:30:00,Washington Post
al qaeda fighters overrun yemeni military base exploiting turmoil,world,2015-02-12 20:50:00,Washington Post
while us politicians argue about climate change british pols decide the debate is over,worldviews,2015-02-14 00:00:16,Washington Post
houthi rebels in yemen eye oil rich province sparking fears of all out civil war,world,2015-02-16 01:09:00,Washington Post
from russia with love an energy deal for hungary,world,2015-02-16 20:45:00,Washington Post
west virginia train derailment sends oil tanker into river,politics,2015-02-17 00:25:12,Washington Post
torn apart by conflict oil rich libya may be going broke,world,2015-02-19 01:27:39,Washington Post
torn apart by conflict oil rich libya may be going broke,world,2015-02-19 01:27:39,Washington Post
last vegas police arrest a suspect in a road rage killing,politics,2015-02-19 22:50:00,Washington Post
putin threatens to cut gas to ukraine as showdowns shift to economy,world,2015-02-26 00:30:00,Washington Post
science group denounces house probe into climate skeptics funding,capital weather gang,2015-02-27 20:14:58,Washington Post
on snowy d c day senate hearing on the arctic turns to climate change,post politics,2015-03-05 18:41:07,Washington Post
how climate change may be producing more blockbuster snowstorms,capital weather gang,2015-03-09 15:27:46,Washington Post
solar powered plane attempts to fly around the world without fossil fuel,world,2015-03-09 16:19:00,Washington Post
us unease about nuclear weapons fuel takes aim at a south african vault,world,2015-03-14 15:53:00,Washington Post
in vice interview obama speaks on climate change pot decriminalization,post politics,2015-03-16 22:36:37,Washington Post
top hurricane expert climate change influenced tropical cyclone pam,capital weather gang,2015-03-18 17:12:22,Washington Post
obama announces order to cut greenhouse gas output by 40 percent,politics,2015-03-19 22:42:10,Washington Post
ted cruz unfit to run for president because of his views on climate change jerry brown says,post politics,2015-03-22 15:27:13,Washington Post
watch this d c area guy clear snow while riding on a toilet,capital weather gang,2015-03-23 15:15:56,Washington Post
us rift with israel roils the 2016 presidential field,politics,2015-03-25 00:06:00,Washington Post
a fight at the museum when fossil fuels fuel fossils,politics,2015-03-25 00:15:00,Washington Post
justices appear split on epa study of cutting toxic energy plant emissions,politics,2015-03-25 22:31:39,Washington Post
obama golfs in florida with energy and business titans,post politics,2015-03-29 18:31:09,Washington Post
studies conclude climate change will cause less severe winters,capital weather gang,2015-03-31 20:24:09,Washington Post
hot hands fingerprints of climate change all over california drought,capital weather gang,2015-04-02 15:11:07,Washington Post
gunmen kill nine militants attack gas pipeline in nigeria,world,2015-04-04 23:23:47,Washington Post
search continues for missing mexican oil platform workers after deadly fire,world,2015-04-06 00:12:44,Washington Post
obama initiative highlights link between climate change public health,politics,2015-04-08 00:20:29,Washington Post
mayweather pacquiao tickets will be obscene in las vegas even if youre not in the stadium,early lead,2015-04-13 18:50:14,Washington Post
study broadcast meteorologists increasingly convinced manmade climate change is happening,capital weather gang,2015-04-14 17:42:54,Washington Post
watch floyd mayweather and manny pacquiaos las vegas open workouts live,early lead,2015-04-14 18:13:59,Washington Post
prime minister modi says india must lead on climate change,world,2015-04-14 18:35:00,Washington Post
japan wants visitors to experience its world class toilet culture and buy some toilets,worldviews,2015-04-16 09:53:55,Washington Post
yemen grinds to a halt as war starves it of gas,world,2015-04-18 17:41:01,Washington Post
obama to press climate change agenda with trip to everglades on earth day,post politics,2015-04-20 10:00:03,Washington Post
european regulators claim unfair policies by russian energy giant,world,2015-04-22 13:47:10,Washington Post
video energetic dust devil spins up a las vegas show,capital weather gang,2015-04-22 14:11:03,Washington Post
obams issues stark warning on climate change in south florida on earth day,politics,2015-04-23 04:34:01,Washington Post
farmers public suicide in india opens debate over compassion and climate,world,2015-04-24 02:09:00,Washington Post
las vegas officials dont want you to think about floyd mayweathers domestic violence conviction report says,early lead,2015-05-01 17:52:23,Washington Post
nhl could vote on las vegas expansion team in september,early lead,2015-05-01 22:16:06,Washington Post
watch scarlett johansson spoil the mayweather pacquiao result on snl,early lead,2015-05-03 16:10:18,Washington Post
israeli veterans say permissive rules of engagement fueled gaza carnage,world,2015-05-04 09:00:00,Washington Post
for carson and fiorina the trick will be going from spoiler to contender,politics,2015-05-04 18:19:00,Washington Post
in china a tug of war over coal gas  cleaner air worse for the climate,world,2015-05-05 09:00:00,Washington Post
former energy department employee indicted in nuclear secrets case,world,2015-05-08 19:00:01,Washington Post
former energy department employee indicted in nuclear secrets case,world,2015-05-08 19:00:01,Washington Post
after megastar and politician avoid jail india wonders if its vips are above the law,worldviews,2015-05-11 16:04:31,Washington Post
strengthening el nino fuels earths warmest first 4 months on record,capital weather gang,2015-05-14 20:12:24,Washington Post
the islamic state threatens to capture massive iraqi oil refinery,world,2015-05-15 15:34:00,Washington Post
global warming fueling fewer but stronger hurricanes study says,capital weather gang,2015-05-18 15:33:06,Washington Post
eu approbes plan for military effort to foil human smuggling networks,world,2015-05-18 17:24:00,Washington Post
mays torrential rainstorms super charged by strengthening climate patterns,capital weather gang,2015-05-19 16:47:32,Washington Post
rand paul used to toss gas onto his cars carburetor and other things we learned from his new book,post politics,2015-05-19 21:00:52,Washington Post
in coast guard commencement obama to link climate change to national security,post politics,2015-05-20 16:30:21,Washington Post
climate change is a serious threat to us national security president says,politics,2015-05-20 21:28:43,Washington Post
jeb bush the climate is changing,post politics,2015-05-21 01:37:05,Washington Post
hot weather fuels daily storm chances wednesday through the weekend,capital weather gang,2015-05-26 17:06:27,Washington Post
how rand paul may have just gotten lucky in vegas,post politics,2015-06-02 13:00:10,Washington Post
in turkey when is a gold plated toilet just a figure of speech,worldviews,2015-06-02 16:49:45,Washington Post
toilets in elevators the new japanese idea that isnt as crazy as it sounds,worldviews,2015-06-03 16:39:50,Washington Post
india is building millions of toilets but toilet training could be a bigger task,world,2015-06-04 07:30:00,Washington Post
ben carsons campaign faces turmoil after staff exits and super pac chaos,politics,2015-06-05 23:31:00,Washington Post
northern hemisphere hurricane season off to record start fueled by el nino,capital weather gang,2015-06-08 15:27:04,Washington Post
dez bryant rips nfl for canceling tony romos fantasy football event in vegas,early lead,2015-06-08 18:14:15,Washington Post
whats a little oil between neighbors venezuela guyana tensions flare,worldviews,2015-06-09 18:53:19,Washington Post
republican elite convene at romney summit in search of a clinton foil,politics,2015-06-13 02:15:00,Washington Post
as the pope opines on climate change omalley releases a clean energy agenda,post politics,2015-06-18 09:00:14,Washington Post
bernie sanders hits the las vegas strip takes aim at billionaire sheldon adelson,post politics,2015-06-19 18:01:31,Washington Post
how climate change doubters lost a papal fight,world,2015-06-21 01:26:00,Washington Post
thousands in armenia protest steep hikes in electricity rates,world,2015-06-23 22:51:00,Washington Post
armenias president suspends rate increases for electricity after protests,world,2015-06-27 21:57:42,Washington Post
chinas new climate change plan in four graphs,worldviews,2015-06-30 20:28:11,Washington Post
in ramadi the islamic state settles in fixing roads and restoring electricity,world,2015-07-02 19:48:00,Washington Post
marc gasol returns to grizzlies on five year 110 million deal,early lead,2015-07-07 04:04:10,Washington Post
airplane passenger captures amazing photo of wet microburst belting las vegas,capital weather gang,2015-07-08 15:15:35,Washington Post
arsenal fans say tottenhams new stadium looks like a toilet,early lead,2015-07-08 15:52:33,Washington Post
drake takes fandom to new level becoming lebron james and floyd mayweather in new energy video,early lead,2015-07-11 15:55:58,Washington Post
how russias labor migration policy is fueling the islamic state,world,2015-07-11 21:00:00,Washington Post
mayweather set to fight berto on sept 12 in las vegas,early lead,2015-07-20 22:42:41,Washington Post
martin omalley tangles with the rnc over the connection between climate change and isis,post politics,2015-07-21 14:35:57,Washington Post
an oil scandal is shaking brazils democracy to its core,worldviews,2015-07-23 14:00:14,Washington Post
how indias divisive politics are roiling a top film school,worldviews,2015-07-24 05:00:31,Washington Post
watch the atmosphere undulate and roil in this incredible timelapse video,capital weather gang,2015-07-24 18:56:00,Washington Post
hillary clinton lays out climate change initiative,post politics,2015-07-27 02:25:51,Washington Post
clinton talks climate change in iowa but still wont talk keystone,post politics,2015-07-27 18:40:06,Washington Post
map what the world does and doesnt know about climate change,worldviews,2015-07-31 09:00:06,Washington Post
detroit hopes streetcar project can help fuel its renaissance,politics,2015-08-01 02:02:00,Washington Post
an angry rap video is roiling indians against mercury poisoning,worldviews,2015-08-01 05:00:13,Washington Post
hillary clinton promises to build on obama climate plan as president,post politics,2015-08-02 16:50:36,Washington Post
charles kochs focus on injustices fueled by an unlikely partnership,politics,2015-08-04 00:59:11,Washington Post
charles koch on the 2016 race climate change and whether he has too much power,post politics,2015-08-04 10:00:16,Washington Post
incredible ominous undulatus asperatis clouds roiled over central ky on monday,capital weather gang,2015-08-04 16:09:01,Washington Post
us conducts first islamic state strike launched from turkish soil,world,2015-08-05 17:04:12,Washington Post
us conducts first islamic state strike launched from turkish soil,world,2015-08-05 17:04:12,Washington Post
an illustrated guide to the hiroshima and nagasaki nuclear bombings,world,2015-08-06 04:12:51,Washington Post
f1 driver jenson button and his wife gassed in sleep robbed on vacation in france,early lead,2015-08-07 11:59:49,Washington Post
shell oil will drop its membership in alec citing differences over climate change,post politics,2015-08-07 17:29:27,Washington Post
what nagasaki looked like before and after the bomb,worldviews,2015-08-09 04:00:38,Washington Post
a new fight over oil shows why its so hard to keep iraq from splintering,world,2015-08-10 00:00:00,Washington Post
vegas roundup gamblers love the nfl and coach k is a slot jockey,early lead,2015-08-10 14:04:05,Washington Post
the interesting link between nina totenbergs family violin sunspots and global climate,capital weather gang,2015-08-12 14:23:22,Washington Post
its not just trump voter anger fuels outsider candidates,politics,2015-08-12 21:54:00,Washington Post
the world dodgeball championships are happening in las vegas no really,early lead,2015-08-15 03:14:07,Washington Post
russia used to have a powerful weapon in its energy sector not anymore,world,2015-08-18 04:01:00,Washington Post
while in vegas omalley to stand with workers seeking to unionize at trumps hotel,post politics,2015-08-19 19:25:49,Washington Post
atomic energy watchdog says critics misrepresent iran nuclear agreement,world,2015-08-21 02:40:00,Washington Post
atomic energy watchdog says critics misrepresent iran nuclear agreement,world,2015-08-21 02:40:00,Washington Post
donald trump makes the weather page but needs to take climate 101,capital weather gang,2015-08-24 19:15:31,Washington Post
islamic state accused of using mustard gas in syria attack,world,2015-08-25 20:02:42,Washington Post
obama says alaska trip next week will highlight climate change,post politics,2015-08-29 13:22:23,Washington Post
obama using alaska to add urgency to his climate change warnings,business,2015-09-01 02:44:00,Washington Post
obama visits receding glacier in alaska to highlight climate change,politics,2015-09-01 22:37:45,Washington Post
climate warrior obama invades tiny town in the arctic,politics,2015-09-03 14:15:00,Washington Post
biden openly ponders whether he has the emotional energy to run,post politics,2015-09-04 02:33:51,Washington Post
three fans injured during colts game after bolt falls from lucas oil stadium roof,early lead,2015-09-04 13:32:15,Washington Post
chinese naval ships came within 12 nautical miles of american soil,world,2015-09-04 22:52:00,Washington Post
chinese naval ships came within 12 nautical miles of american soil,world,2015-09-04 22:52:00,Washington Post
sarah palin would like to be energy secretary but not for long,post politics,2015-09-06 16:27:11,Washington Post
pakistan begins drone warfare on its own soil,world,2015-09-07 09:25:10,Washington Post
gop tries to avert shutdown as right spoils for planned parenthood fight,politics,2015-09-10 02:03:00,Washington Post
trump questions ben carsons energy to be president,post politics,2015-09-12 18:36:13,Washington Post
trump ben carson lacks the energy to be president,politics,2015-09-13 01:10:00,Washington Post
tony abbott is out of a job and another leading climate change skeptic may soon follow,worldviews,2015-09-14 17:38:06,Washington Post
catholic congressman says he will boycott pope francis over climate change stance,post politics,2015-09-18 14:36:47,Washington Post
in las vegas rand paul mocks trumps anti mexico sentiments but stays timid on immigration,post politics,2015-09-18 18:55:42,Washington Post
vegas adjusts saints panthers point spread after drew brees is ruled out,early lead,2015-09-25 20:18:26,Washington Post
jeb bush plans to outline energy plan calling for lifting oil and gas restraints,post politics,2015-09-29 19:44:31,Washington Post
a climate of fear and violence,world,2015-10-01 18:06:00,Washington Post
rubio to host donors at las vegas strategy summit next week,post politics,2015-10-01 21:07:08,Washington Post
jets take 350 rolls of toilet paper for their trip to london,early lead,2015-10-04 14:32:26,Washington Post
one of donald trumps fans took the stage in vegas and declared i am hispanic and i vote for mr trump,post politics,2015-10-09 00:13:41,Washington Post
the amateur videos fueling violence between israelis and palestinians,worldviews,2015-10-09 17:19:20,Washington Post
house approves lifting of crude oil export restrictions but hurdles remain,post politics,2015-10-09 20:27:03,Washington Post
